Tokens_filename_"n-gram_count"_"start_ind"_"end_ind"_"pre_string"_"pos_string"_"output_classes"
BEIJING_"/home/vibhor/Documents/839cs/CS-839-Data-Science/Stage_1_interim/temp/314.txt"_1_0_0_[]_['An', 'activist', 'who', 'has', 'spent']_0
An_"/home/vibhor/Documents/839cs/CS-839-Data-Science/Stage_1_interim/temp/314.txt"_1_1_1_['BEIJING']_['activist', 'who', 'has', 'spent', 'the']_0
activist_"/home/vibhor/Documents/839cs/CS-839-Data-Science/Stage_1_interim/temp/314.txt"_1_2_2_['BEIJING', 'An']_['who', 'has', 'spent', 'the', 'last']_0
who_"/home/vibhor/Documents/839cs/CS-839-Data-Science/Stage_1_interim/temp/314.txt"_1_3_3_['BEIJING', 'An', 'activist']_['has', 'spent', 'the', 'last', 'several']_0
has_"/home/vibhor/Documents/839cs/CS-839-Data-Science/Stage_1_interim/temp/314.txt"_1_4_4_['BEIJING', 'An', 'activist', 'who']_['spent', 'the', 'last', 'several', 'years']_0
With the_"/home/vibhor/Documents/839cs/CS-839-Data-Science/Stage_1_interim/temp/10.txt"_2_0_1_[]_['two', 'guard', 'we', 'probably', 'should']_0
the two_"/home/vibhor/Documents/839cs/CS-839-Data-Science/Stage_1_interim/temp/10.txt"_2_1_2_['With']_['guard', 'we', 'probably', 'should', 'be']_0
two guard_"/home/vibhor/Documents/839cs/CS-839-Data-Science/Stage_1_interim/temp/10.txt"_2_2_3_['With', 'the']_['we', 'probably', 'should', 'be', 'able']_0
guard we_"/home/vibhor/Documents/839cs/CS-839-Data-Science/Stage_1_interim/temp/10.txt"_2_3_4_['With', 'the', 'two']_['probably', 'should', 'be', 'able', 'to']_0
we probably_"/home/vibhor/Documents/839cs/CS-839-Data-Science/Stage_1_interim/temp/10.txt"_2_4_5_['With', 'the', 'two', 'guard']_['should', 'be', 'able', 'to', 'find']_0
probably should_"/home/vibhor/Documents/839cs/CS-839-Data-Science/Stage_1_interim/temp/10.txt"_2_5_6_['With', 'the', 'two', 'guard', 'we']_['be', 'able', 'to', 'find', 'someone']_0
should be_"/home/vibhor/Documents/839cs/CS-839-Data-Science/Stage_1_interim/temp/10.txt"_2_6_7_['the', 'two', 'guard', 'we', 'probably']_['able', 'to', 'find', 'someone']_0
be able_"/home/vibhor/Documents/839cs/CS-839-Data-Science/Stage_1_interim/temp/10.txt"_2_7_8_['two', 'guard', 'we', 'probably', 'should']_['to', 'find', 'someone']_0
able to_"/home/vibhor/Documents/839cs/CS-839-Data-Science/Stage_1_interim/temp/10.txt"_2_8_9_['guard', 'we', 'probably', 'should', 'be']_['find', 'someone']_0
to find_"/home/vibhor/Documents/839cs/CS-839-Data-Science/Stage_1_interim/temp/10.txt"_2_9_10_['we', 'probably', 'should', 'be', 'able']_['someone']_0
find someone_"/home/vibhor/Documents/839cs/CS-839-Data-Science/Stage_1_interim/temp/10.txt"_2_10_11_['probably', 'should', 'be', 'able', 'to']_[]_0
With the two_"/home/vibhor/Documents/839cs/CS-839-Data-Science/Stage_1_interim/temp/10.txt"_3_0_2_[]_['guard', 'we', 'probably', 'should', 'be']_0
the two guard_"/home/vibhor/Documents/839cs/CS-839-Data-Science/Stage_1_interim/temp/10.txt"_3_1_3_['With']_['we', 'probably', 'should', 'be', 'able']_0
two guard we_"/home/vibhor/Documents/839cs/CS-839-Data-Science/Stage_1_interim/temp/10.txt"_3_2_4_['With', 'the']_['probably', 'should', 'be', 'able', 'to']_0
guard we probably_"/home/vibhor/Documents/839cs/CS-839-Data-Science/Stage_1_interim/temp/10.txt"_3_3_5_['With', 'the', 'two']_['should', 'be', 'able', 'to', 'find']_0
we probably should_"/home/vibhor/Documents/839cs/CS-839-Data-Science/Stage_1_interim/temp/10.txt"_3_4_6_['With', 'the', 'two', 'guard']_['be', 'able', 'to', 'find', 'someone']_0
probably should be_"/home/vibhor/Documents/839cs/CS-839-Data-Science/Stage_1_interim/temp/10.txt"_3_5_7_['With', 'the', 'two', 'guard', 'we']_['able', 'to', 'find', 'someone']_0
should be able_"/home/vibhor/Documents/839cs/CS-839-Data-Science/Stage_1_interim/temp/10.txt"_3_6_8_['the', 'two', 'guard', 'we', 'probably']_['to', 'find', 'someone']_0
be able to_"/home/vibhor/Documents/839cs/CS-839-Data-Science/Stage_1_interim/temp/10.txt"_3_7_9_['two', 'guard', 'we', 'probably', 'should']_['find', 'someone']_0
able to find_"/home/vibhor/Documents/839cs/CS-839-Data-Science/Stage_1_interim/temp/10.txt"_3_8_10_['guard', 'we', 'probably', 'should', 'be']_['someone']_0
to find someone_"/home/vibhor/Documents/839cs/CS-839-Data-Science/Stage_1_interim/temp/10.txt"_3_9_11_['we', 'probably', 'should', 'be', 'able']_[]_0
We_"/home/vibhor/Documents/839cs/CS-839-Data-Science/Stage_1_interim/temp/10.txt"_1_0_0_[]_['have', 'enough', 'scorers']_0
have_"/home/vibhor/Documents/839cs/CS-839-Data-Science/Stage_1_interim/temp/10.txt"_1_1_1_['We']_['enough', 'scorers']_0
enough_"/home/vibhor/Documents/839cs/CS-839-Data-Science/Stage_1_interim/temp/10.txt"_1_2_2_['We', 'have']_['scorers']_0
scorers_"/home/vibhor/Documents/839cs/CS-839-Data-Science/Stage_1_interim/temp/10.txt"_1_3_3_['We', 'have', 'enough']_[]_0
We have_"/home/vibhor/Documents/839cs/CS-839-Data-Science/Stage_1_interim/temp/10.txt"_2_0_1_[]_['enough', 'scorers']_0
have enough_"/home/vibhor/Documents/839cs/CS-839-Data-Science/Stage_1_interim/temp/10.txt"_2_1_2_['We']_['scorers']_0
enough scorers_"/home/vibhor/Documents/839cs/CS-839-Data-Science/Stage_1_interim/temp/10.txt"_2_2_3_['We', 'have']_[]_0
We have enough_"/home/vibhor/Documents/839cs/CS-839-Data-Science/Stage_1_interim/temp/10.txt"_3_0_2_[]_['scorers']_0
have enough scorers_"/home/vibhor/Documents/839cs/CS-839-Data-Science/Stage_1_interim/temp/10.txt"_3_1_3_['We']_[]_0
We_"/home/vibhor/Documents/839cs/CS-839-Data-Science/Stage_1_interim/temp/10.txt"_1_0_0_[]_['need', 'a', 'guy', 'at', 'the']_0
need_"/home/vibhor/Documents/839cs/CS-839-Data-Science/Stage_1_interim/temp/10.txt"_1_1_1_['We']_['a', 'guy', 'at', 'the', 'two']_0
a_"/home/vibhor/Documents/839cs/CS-839-Data-Science/Stage_1_interim/temp/10.txt"_1_2_2_['We', 'need']_['guy', 'at', 'the', 'two', 'spot']_0
guy_"/home/vibhor/Documents/839cs/CS-839-Data-Science/Stage_1_interim/temp/10.txt"_1_3_3_['We', 'need', 'a']_['at', 'the', 'two', 'spot', 'who']_0
at_"/home/vibhor/Documents/839cs/CS-839-Data-Science/Stage_1_interim/temp/10.txt"_1_4_4_['We', 'need', 'a', 'guy']_['the', 'two', 'spot', 'who', 'can']_0
the_"/home/vibhor/Documents/839cs/CS-839-Data-Science/Stage_1_interim/temp/10.txt"_1_5_5_['We', 'need', 'a', 'guy', 'at']_['two', 'spot', 'who', 'can', 'help']_0
two_"/home/vibhor/Documents/839cs/CS-839-Data-Science/Stage_1_interim/temp/10.txt"_1_6_6_['need', 'a', 'guy', 'at', 'the']_['spot', 'who', 'can', 'help', 'run']_0
spot_"/home/vibhor/Documents/839cs/CS-839-Data-Science/Stage_1_interim/temp/10.txt"_1_7_7_['a', 'guy', 'at', 'the', 'two']_['who', 'can', 'help', 'run', 'the']_0
who_"/home/vibhor/Documents/839cs/CS-839-Data-Science/Stage_1_interim/temp/10.txt"_1_8_8_['guy', 'at', 'the', 'two', 'spot']_['can', 'help', 'run', 'the', 'offense']_0
can_"/home/vibhor/Documents/839cs/CS-839-Data-Science/Stage_1_interim/temp/10.txt"_1_9_9_['at', 'the', 'two', 'spot', 'who']_['help', 'run', 'the', 'offense', 'maybe']_0
help_"/home/vibhor/Documents/839cs/CS-839-Data-Science/Stage_1_interim/temp/10.txt"_1_10_10_['the', 'two', 'spot', 'who', 'can']_['run', 'the', 'offense', 'maybe', 'get']_0
run_"/home/vibhor/Documents/839cs/CS-839-Data-Science/Stage_1_interim/temp/10.txt"_1_11_11_['two', 'spot', 'who', 'can', 'help']_['the', 'offense', 'maybe', 'get', 'some']_0
the_"/home/vibhor/Documents/839cs/CS-839-Data-Science/Stage_1_interim/temp/10.txt"_1_12_12_['spot', 'who', 'can', 'help', 'run']_['offense', 'maybe', 'get', 'some', 'kickout']_0
offense_"/home/vibhor/Documents/839cs/CS-839-Data-Science/Stage_1_interim/temp/10.txt"_1_13_13_['who', 'can', 'help', 'run', 'the']_['maybe', 'get', 'some', 'kickout', '3s']_0
maybe_"/home/vibhor/Documents/839cs/CS-839-Data-Science/Stage_1_interim/temp/10.txt"_1_14_14_['can', 'help', 'run', 'the', 'offense']_['get', 'some', 'kickout', '3s']_0
get_"/home/vibhor/Documents/839cs/CS-839-Data-Science/Stage_1_interim/temp/10.txt"_1_15_15_['help', 'run', 'the', 'offense', 'maybe']_['some', 'kickout', '3s']_0
some_"/home/vibhor/Documents/839cs/CS-839-Data-Science/Stage_1_interim/temp/10.txt"_1_16_16_['run', 'the', 'offense', 'maybe', 'get']_['kickout', '3s']_0
kickout_"/home/vibhor/Documents/839cs/CS-839-Data-Science/Stage_1_interim/temp/10.txt"_1_17_17_['the', 'offense', 'maybe', 'get', 'some']_['3s']_0
3s_"/home/vibhor/Documents/839cs/CS-839-Data-Science/Stage_1_interim/temp/10.txt"_1_18_18_['offense', 'maybe', 'get', 'some', 'kickout']_[]_0
We need_"/home/vibhor/Documents/839cs/CS-839-Data-Science/Stage_1_interim/temp/10.txt"_2_0_1_[]_['a', 'guy', 'at', 'the', 'two']_0
need a_"/home/vibhor/Documents/839cs/CS-839-Data-Science/Stage_1_interim/temp/10.txt"_2_1_2_['We']_['guy', 'at', 'the', 'two', 'spot']_0
a guy_"/home/vibhor/Documents/839cs/CS-839-Data-Science/Stage_1_interim/temp/10.txt"_2_2_3_['We', 'need']_['at', 'the', 'two', 'spot', 'who']_0
guy at_"/home/vibhor/Documents/839cs/CS-839-Data-Science/Stage_1_interim/temp/10.txt"_2_3_4_['We', 'need', 'a']_['the', 'two', 'spot', 'who', 'can']_0
at the_"/home/vibhor/Documents/839cs/CS-839-Data-Science/Stage_1_interim/temp/10.txt"_2_4_5_['We', 'need', 'a', 'guy']_['two', 'spot', 'who', 'can', 'help']_0
the two_"/home/vibhor/Documents/839cs/CS-839-Data-Science/Stage_1_interim/temp/10.txt"_2_5_6_['We', 'need', 'a', 'guy', 'at']_['spot', 'who', 'can', 'help', 'run']_0
two spot_"/home/vibhor/Documents/839cs/CS-839-Data-Science/Stage_1_interim/temp/10.txt"_2_6_7_['need', 'a', 'guy', 'at', 'the']_['who', 'can', 'help', 'run', 'the']_0
spot who_"/home/vibhor/Documents/839cs/CS-839-Data-Science/Stage_1_interim/temp/10.txt"_2_7_8_['a', 'guy', 'at', 'the', 'two']_['can', 'help', 'run', 'the', 'offense']_0
who can_"/home/vibhor/Documents/839cs/CS-839-Data-Science/Stage_1_interim/temp/10.txt"_2_8_9_['guy', 'at', 'the', 'two', 'spot']_['help', 'run', 'the', 'offense', 'maybe']_0
can help_"/home/vibhor/Documents/839cs/CS-839-Data-Science/Stage_1_interim/temp/10.txt"_2_9_10_['at', 'the', 'two', 'spot', 'who']_['run', 'the', 'offense', 'maybe', 'get']_0
help run_"/home/vibhor/Documents/839cs/CS-839-Data-Science/Stage_1_interim/temp/10.txt"_2_10_11_['the', 'two', 'spot', 'who', 'can']_['the', 'offense', 'maybe', 'get', 'some']_0
run the_"/home/vibhor/Documents/839cs/CS-839-Data-Science/Stage_1_interim/temp/10.txt"_2_11_12_['two', 'spot', 'who', 'can', 'help']_['offense', 'maybe', 'get', 'some', 'kickout']_0
the offense_"/home/vibhor/Documents/839cs/CS-839-Data-Science/Stage_1_interim/temp/10.txt"_2_12_13_['spot', 'who', 'can', 'help', 'run']_['maybe', 'get', 'some', 'kickout', '3s']_0
offense maybe_"/home/vibhor/Documents/839cs/CS-839-Data-Science/Stage_1_interim/temp/10.txt"_2_13_14_['who', 'can', 'help', 'run', 'the']_['get', 'some', 'kickout', '3s']_0
maybe get_"/home/vibhor/Documents/839cs/CS-839-Data-Science/Stage_1_interim/temp/10.txt"_2_14_15_['can', 'help', 'run', 'the', 'offense']_['some', 'kickout', '3s']_0
get some_"/home/vibhor/Documents/839cs/CS-839-Data-Science/Stage_1_interim/temp/10.txt"_2_15_16_['help', 'run', 'the', 'offense', 'maybe']_['kickout', '3s']_0
some kickout_"/home/vibhor/Documents/839cs/CS-839-Data-Science/Stage_1_interim/temp/10.txt"_2_16_17_['run', 'the', 'offense', 'maybe', 'get']_['3s']_0
kickout 3s_"/home/vibhor/Documents/839cs/CS-839-Data-Science/Stage_1_interim/temp/10.txt"_2_17_18_['the', 'offense', 'maybe', 'get', 'some']_[]_0
We need a_"/home/vibhor/Documents/839cs/CS-839-Data-Science/Stage_1_interim/temp/10.txt"_3_0_2_[]_['guy', 'at', 'the', 'two', 'spot']_0
need a guy_"/home/vibhor/Documents/839cs/CS-839-Data-Science/Stage_1_interim/temp/10.txt"_3_1_3_['We']_['at', 'the', 'two', 'spot', 'who']_0
a guy at_"/home/vibhor/Documents/839cs/CS-839-Data-Science/Stage_1_interim/temp/10.txt"_3_2_4_['We', 'need']_['the', 'two', 'spot', 'who', 'can']_0
guy at the_"/home/vibhor/Documents/839cs/CS-839-Data-Science/Stage_1_interim/temp/10.txt"_3_3_5_['We', 'need', 'a']_['two', 'spot', 'who', 'can', 'help']_0
at the two_"/home/vibhor/Documents/839cs/CS-839-Data-Science/Stage_1_interim/temp/10.txt"_3_4_6_['We', 'need', 'a', 'guy']_['spot', 'who', 'can', 'help', 'run']_0
the two spot_"/home/vibhor/Documents/839cs/CS-839-Data-Science/Stage_1_interim/temp/10.txt"_3_5_7_['We', 'need', 'a', 'guy', 'at']_['who', 'can', 'help', 'run', 'the']_0
two spot who_"/home/vibhor/Documents/839cs/CS-839-Data-Science/Stage_1_interim/temp/10.txt"_3_6_8_['need', 'a', 'guy', 'at', 'the']_['can', 'help', 'run', 'the', 'offense']_0
spot who can_"/home/vibhor/Documents/839cs/CS-839-Data-Science/Stage_1_interim/temp/10.txt"_3_7_9_['a', 'guy', 'at', 'the', 'two']_['help', 'run', 'the', 'offense', 'maybe']_0
who can help_"/home/vibhor/Documents/839cs/CS-839-Data-Science/Stage_1_interim/temp/10.txt"_3_8_10_['guy', 'at', 'the', 'two', 'spot']_['run', 'the', 'offense', 'maybe', 'get']_0
can help run_"/home/vibhor/Documents/839cs/CS-839-Data-Science/Stage_1_interim/temp/10.txt"_3_9_11_['at', 'the', 'two', 'spot', 'who']_['the', 'offense', 'maybe', 'get', 'some']_0
help run the_"/home/vibhor/Documents/839cs/CS-839-Data-Science/Stage_1_interim/temp/10.txt"_3_10_12_['the', 'two', 'spot', 'who', 'can']_['offense', 'maybe', 'get', 'some', 'kickout']_0
run the offense_"/home/vibhor/Documents/839cs/CS-839-Data-Science/Stage_1_interim/temp/10.txt"_3_11_13_['two', 'spot', 'who', 'can', 'help']_['maybe', 'get', 'some', 'kickout', '3s']_0
the offense maybe_"/home/vibhor/Documents/839cs/CS-839-Data-Science/Stage_1_interim/temp/10.txt"_3_12_14_['spot', 'who', 'can', 'help', 'run']_['get', 'some', 'kickout', '3s']_0
offense maybe get_"/home/vibhor/Documents/839cs/CS-839-Data-Science/Stage_1_interim/temp/10.txt"_3_13_15_['who', 'can', 'help', 'run', 'the']_['some', 'kickout', '3s']_0
maybe get some_"/home/vibhor/Documents/839cs/CS-839-Data-Science/Stage_1_interim/temp/10.txt"_3_14_16_['can', 'help', 'run', 'the', 'offense']_['kickout', '3s']_0
get some kickout_"/home/vibhor/Documents/839cs/CS-839-Data-Science/Stage_1_interim/temp/10.txt"_3_15_17_['help', 'run', 'the', 'offense', 'maybe']_['3s']_0
some kickout 3s_"/home/vibhor/Documents/839cs/CS-839-Data-Science/Stage_1_interim/temp/10.txt"_3_16_18_['run', 'the', 'offense', 'maybe', 'get']_[]_0
But_"/home/vibhor/Documents/839cs/CS-839-Data-Science/Stage_1_interim/temp/10.txt"_1_0_0_[]_['maybe', 'the', 'five', 'man', 'might']_0
maybe_"/home/vibhor/Documents/839cs/CS-839-Data-Science/Stage_1_interim/temp/10.txt"_1_1_1_['But']_['the', 'five', 'man', 'might', 'be']_0
the_"/home/vibhor/Documents/839cs/CS-839-Data-Science/Stage_1_interim/temp/10.txt"_1_2_2_['But', 'maybe']_['five', 'man', 'might', 'be', 'a']_0
five_"/home/vibhor/Documents/839cs/CS-839-Data-Science/Stage_1_interim/temp/10.txt"_1_3_3_['But', 'maybe', 'the']_['man', 'might', 'be', 'a', 'little']_0
man_"/home/vibhor/Documents/839cs/CS-839-Data-Science/Stage_1_interim/temp/10.txt"_1_4_4_['But', 'maybe', 'the', 'five']_['might', 'be', 'a', 'little', 'more']_0
might_"/home/vibhor/Documents/839cs/CS-839-Data-Science/Stage_1_interim/temp/10.txt"_1_5_5_['But', 'maybe', 'the', 'five', 'man']_['be', 'a', 'little', 'more', 'important']_0
be_"/home/vibhor/Documents/839cs/CS-839-Data-Science/Stage_1_interim/temp/10.txt"_1_6_6_['maybe', 'the', 'five', 'man', 'might']_['a', 'little', 'more', 'important', 'of']_0
a_"/home/vibhor/Documents/839cs/CS-839-Data-Science/Stage_1_interim/temp/10.txt"_1_7_7_['the', 'five', 'man', 'might', 'be']_['little', 'more', 'important', 'of', 'a']_0
little_"/home/vibhor/Documents/839cs/CS-839-Data-Science/Stage_1_interim/temp/10.txt"_1_8_8_['five', 'man', 'might', 'be', 'a']_['more', 'important', 'of', 'a', 'position<name>Hornacek</name>']_0
more_"/home/vibhor/Documents/839cs/CS-839-Data-Science/Stage_1_interim/temp/10.txt"_1_9_9_['man', 'might', 'be', 'a', 'little']_['important', 'of', 'a', 'position<name>Hornacek</name>', 'did']_0
important_"/home/vibhor/Documents/839cs/CS-839-Data-Science/Stage_1_interim/temp/10.txt"_1_10_10_['might', 'be', 'a', 'little', 'more']_['of', 'a', 'position<name>Hornacek</name>', 'did', 'not']_0
of_"/home/vibhor/Documents/839cs/CS-839-Data-Science/Stage_1_interim/temp/10.txt"_1_11_11_['be', 'a', 'little', 'more', 'important']_['a', 'position<name>Hornacek</name>', 'did', 'not', 'name']_0
a_"/home/vibhor/Documents/839cs/CS-839-Data-Science/Stage_1_interim/temp/10.txt"_1_12_12_['a', 'little', 'more', 'important', 'of']_['position<name>Hornacek</name>', 'did', 'not', 'name', 'possibilities']_0
position<name>Hornacek</name>_"/home/vibhor/Documents/839cs/CS-839-Data-Science/Stage_1_interim/temp/10.txt"_1_13_13_['little', 'more', 'important', 'of', 'a']_['did', 'not', 'name', 'possibilities', 'but']_0
did_"/home/vibhor/Documents/839cs/CS-839-Data-Science/Stage_1_interim/temp/10.txt"_1_14_14_['more', 'important', 'of', 'a', 'position<name>Hornacek</name>']_['not', 'name', 'possibilities', 'but', 'the']_0
not_"/home/vibhor/Documents/839cs/CS-839-Data-Science/Stage_1_interim/temp/10.txt"_1_15_15_['important', 'of', 'a', 'position<name>Hornacek</name>', 'did']_['name', 'possibilities', 'but', 'the', 'Knicks']_0
name_"/home/vibhor/Documents/839cs/CS-839-Data-Science/Stage_1_interim/temp/10.txt"_1_16_16_['of', 'a', 'position<name>Hornacek</name>', 'did', 'not']_['possibilities', 'but', 'the', 'Knicks', 'could']_0
possibilities_"/home/vibhor/Documents/839cs/CS-839-Data-Science/Stage_1_interim/temp/10.txt"_1_17_17_['a', 'position<name>Hornacek</name>', 'did', 'not', 'name']_['but', 'the', 'Knicks', 'could', 'target']_0
but_"/home/vibhor/Documents/839cs/CS-839-Data-Science/Stage_1_interim/temp/10.txt"_1_18_18_['position<name>Hornacek</name>', 'did', 'not', 'name', 'possibilities']_['the', 'Knicks', 'could', 'target', '<name>Pau']_0
the_"/home/vibhor/Documents/839cs/CS-839-Data-Science/Stage_1_interim/temp/10.txt"_1_19_19_['did', 'not', 'name', 'possibilities', 'but']_['Knicks', 'could', 'target', '<name>Pau', 'Gasol</name>']_0
Knicks_"/home/vibhor/Documents/839cs/CS-839-Data-Science/Stage_1_interim/temp/10.txt"_1_20_20_['not', 'name', 'possibilities', 'but', 'the']_['could', 'target', '<name>Pau', 'Gasol</name>', 'or']_0
could_"/home/vibhor/Documents/839cs/CS-839-Data-Science/Stage_1_interim/temp/10.txt"_1_21_21_['name', 'possibilities', 'but', 'the', 'Knicks']_['target', '<name>Pau', 'Gasol</name>', 'or', '<name>Joakim']_0
target_"/home/vibhor/Documents/839cs/CS-839-Data-Science/Stage_1_interim/temp/10.txt"_1_22_22_['possibilities', 'but', 'the', 'Knicks', 'could']_['<name>Pau', 'Gasol</name>', 'or', '<name>Joakim', 'Noah</name>']_0
<name>Pau_"/home/vibhor/Documents/839cs/CS-839-Data-Science/Stage_1_interim/temp/10.txt"_1_23_23_['but', 'the', 'Knicks', 'could', 'target']_['Gasol</name>', 'or', '<name>Joakim', 'Noah</name>', 'both']_1
Gasol</name>_"/home/vibhor/Documents/839cs/CS-839-Data-Science/Stage_1_interim/temp/10.txt"_1_24_24_['the', 'Knicks', 'could', 'target', '<name>Pau']_['or', '<name>Joakim', 'Noah</name>', 'both', 'of']_1
or_"/home/vibhor/Documents/839cs/CS-839-Data-Science/Stage_1_interim/temp/10.txt"_1_25_25_['Knicks', 'could', 'target', '<name>Pau', 'Gasol</name>']_['<name>Joakim', 'Noah</name>', 'both', 'of', 'whom']_0
<name>Joakim_"/home/vibhor/Documents/839cs/CS-839-Data-Science/Stage_1_interim/temp/10.txt"_1_26_26_['could', 'target', '<name>Pau', 'Gasol</name>', 'or']_['Noah</name>', 'both', 'of', 'whom', 'played']_1
Noah</name>_"/home/vibhor/Documents/839cs/CS-839-Data-Science/Stage_1_interim/temp/10.txt"_1_27_27_['target', '<name>Pau', 'Gasol</name>', 'or', '<name>Joakim']_['both', 'of', 'whom', 'played', 'alongside']_1
both_"/home/vibhor/Documents/839cs/CS-839-Data-Science/Stage_1_interim/temp/10.txt"_1_28_28_['<name>Pau', 'Gasol</name>', 'or', '<name>Joakim', 'Noah</name>']_['of', 'whom', 'played', 'alongside', '<name>Rose</name>']_0
of_"/home/vibhor/Documents/839cs/CS-839-Data-Science/Stage_1_interim/temp/10.txt"_1_29_29_['Gasol</name>', 'or', '<name>Joakim', 'Noah</name>', 'both']_['whom', 'played', 'alongside', '<name>Rose</name>', 'with']_0
whom_"/home/vibhor/Documents/839cs/CS-839-Data-Science/Stage_1_interim/temp/10.txt"_1_30_30_['or', '<name>Joakim', 'Noah</name>', 'both', 'of']_['played', 'alongside', '<name>Rose</name>', 'with', 'the']_0
played_"/home/vibhor/Documents/839cs/CS-839-Data-Science/Stage_1_interim/temp/10.txt"_1_31_31_['<name>Joakim', 'Noah</name>', 'both', 'of', 'whom']_['alongside', '<name>Rose</name>', 'with', 'the', 'Bulls']_0
alongside_"/home/vibhor/Documents/839cs/CS-839-Data-Science/Stage_1_interim/temp/10.txt"_1_32_32_['Noah</name>', 'both', 'of', 'whom', 'played']_['<name>Rose</name>', 'with', 'the', 'Bulls']_0
<name>Rose</name>_"/home/vibhor/Documents/839cs/CS-839-Data-Science/Stage_1_interim/temp/10.txt"_1_33_33_['both', 'of', 'whom', 'played', 'alongside']_['with', 'the', 'Bulls']_1
with_"/home/vibhor/Documents/839cs/CS-839-Data-Science/Stage_1_interim/temp/10.txt"_1_34_34_['of', 'whom', 'played', 'alongside', '<name>Rose</name>']_['the', 'Bulls']_0
the_"/home/vibhor/Documents/839cs/CS-839-Data-Science/Stage_1_interim/temp/10.txt"_1_35_35_['whom', 'played', 'alongside', '<name>Rose</name>', 'with']_['Bulls']_0
Bulls_"/home/vibhor/Documents/839cs/CS-839-Data-Science/Stage_1_interim/temp/10.txt"_1_36_36_['played', 'alongside', '<name>Rose</name>', 'with', 'the']_[]_0
But maybe_"/home/vibhor/Documents/839cs/CS-839-Data-Science/Stage_1_interim/temp/10.txt"_2_0_1_[]_['the', 'five', 'man', 'might', 'be']_0
maybe the_"/home/vibhor/Documents/839cs/CS-839-Data-Science/Stage_1_interim/temp/10.txt"_2_1_2_['But']_['five', 'man', 'might', 'be', 'a']_0
the five_"/home/vibhor/Documents/839cs/CS-839-Data-Science/Stage_1_interim/temp/10.txt"_2_2_3_['But', 'maybe']_['man', 'might', 'be', 'a', 'little']_0
five man_"/home/vibhor/Documents/839cs/CS-839-Data-Science/Stage_1_interim/temp/10.txt"_2_3_4_['But', 'maybe', 'the']_['might', 'be', 'a', 'little', 'more']_0
man might_"/home/vibhor/Documents/839cs/CS-839-Data-Science/Stage_1_interim/temp/10.txt"_2_4_5_['But', 'maybe', 'the', 'five']_['be', 'a', 'little', 'more', 'important']_0
might be_"/home/vibhor/Documents/839cs/CS-839-Data-Science/Stage_1_interim/temp/10.txt"_2_5_6_['But', 'maybe', 'the', 'five', 'man']_['a', 'little', 'more', 'important', 'of']_0
