title, author, rating, format, pages, publish_date
Carling: The One True Child Series (Book 2),L.C. Conn,4.26,Paperback,275,May 31st 2017
Critical Path,R. Buckminster Fuller,4.26,Paperback,471,February 15th 1982
The Children of Húrin,J.R.R. Tolkien,3.97,Hardcover,313,April 16th 2007
Princess Academy (Princess Academy #1),Shannon Hale,4.02,Paperback,314,April 17th 2007
The Bourne Supremacy (Jason Bourne #2),Robert Ludlum,4.11,Mass Market Paperback,688,2004
Beastly (Beastly #1; Kendra Chronicles #1),Alex Flinn,3.84,Hardcover,304,October 2nd 2007
The Bridges of Madison County,Robert James Waller,3.59,Mass Market Paperback,224,September 1st 1995
The Trumpet of the Swan,E.B. White,4.07,Paperback,252,October 3rd 2000
Suzanne's Diary for Nicholas,James Patterson,4.16,Mass Market Paperback,289,August 1st 2003
Why People Believe Weird Things: Pseudoscience Superstition and Other Confusions of Our Time,Michael Shermer,3.87,Paperback,384,September 1st 2002
The Last Temptation of Christ,Nikos Kazantzakis,4.16,Paperback,506,March 1st 1998
Tell the Wolves I'm Home,Carol Rifka Brunt,4.04,Hardcover,360,June 19th 2012
The Angler and the Owl,Viv Drewa,4.59,Kindle Edition,102,January 8th 2014
Housekeeping,Marilynne Robinson,3.82,Paperback,219,November 1st 2004
The Speed of Dark,Elizabeth Moon,4.00,Paperback,369,June 28th 2005
Ways of Seeing,John Berger,3.77,Paperback,176,1990
You Really Are Full of Shit Aren't You?,Karl Wiggins,4.16,ebook,263,January 3rd 2015
High Couch of Silistra (Silistra #1),Janet E. Morris,3.73,Kindle Edition,265,September 15th 2015
New World Translation of the Holy Scriptures,Anonymous,4.63,Hardcover,1600,1984
Martin Eden,Jack London,4.42,Paperback,480,February 1st 1994
Coma,Robin Cook,3.87,Paperback,320,March 1st 1977
The Poky Little Puppy,Janette Sebring Lowrey,4.10,Hardcover,24,April 1st 2001
The Ruins of Gorlan (Ranger's Apprentice #1),John Flanagan,4.22,Paperback,249,June 8th 2006
Ariel,Sylvia Plath,4.22,Paperback,105,March 6th 2018
My Beloved,T.M. Mendes,3.87,Kindle Edition,315,December 26th 2014
Alexander Crowley - A New King in Town,Don Barr,4.44,Kindle Edition,182,January 30th 2018
Catherine the Great: Portrait of a Woman,Robert K. Massie,3.91,Hardcover,625,November 8th 2011
Testament of Youth,Vera Brittain,4.17,Paperback,688,May 31st 2005
Mutant Message Down Under,Marlo Morgan,3.78,Paperback,224,May 25th 2004
"A Problem from Hell": America and the Age of Genocide,Samantha Power,4.21,Paperback,620,May 6th 2003
Winesburg Ohio,Sherwood Anderson,3.84,Paperback,240,November 11th 1999
Seven Years in Tibet,Heinrich Harrer,4.07,Paperback,330,August 25th 1997
Cheaper by the Dozen,Frank B. Gilbreth Jr.,4.02,Paperback,224,May 28th 2002
Good in Bed (Cannie Shapiro #1),Jennifer Weiner,3.71,Paperback,376,April 2nd 2002
A Lantern in Her Hand,Bess Streeter Aldrich,4.11,Paperback,251,April 1st 1997
Who's Afraid of Virginia Woolf?,Edward Albee,4.09,Paperback,272,August 1st 2006
The Assistant,Elle Brace,4.03,ebook,,May 31st 2014
Rosemary's Baby (Rosemary's Baby #1),Ira Levin,3.99,Hardcover,308,September 1st 1997
Cancer: It can be a lonely journey,Ron Millicent,4.35,ebook,92,September 26th 2017
The Demon,Hubert Selby Jr.,3.82,Paperback,312,July 1st 2000
Religious Literacy: What Every American Needs to Know--And Doesn't,Stephen R. Prothero,3.61,Hardcover,304,March 13th 2007
The Beauty Myth,Naomi Wolf,3.90,Paperback,368,September 24th 2002
Coin Locker Babies,Ryū Murakami,3.77,Paperback,393,August 9th 2002
The Call to Serve (The Serve #1),Cece Whittaker,4.21,Paperback,286,July 27th 2017
The Grand Sophy,Georgette Heyer,4.17,Paperback,328,June 3rd 2004
My Name Is Red,Orhan Pamuk,3.84,Paperback,417,August 27th 2002
The Absolute Sandman Volume One,Neil Gaiman,4.65,Slipcased Hardcover,612,November 1st 2006
Die Physiker,Friedrich Dürrenmatt,4.04,Paperback,95,February 1st 2001
The Memoirs of Sherlock Holmes,Arthur Conan Doyle,4.32,Hardcover,378,October 28th 1993
Stalingrad: The Fateful Siege 1942–1943,Antony Beevor,4.30,Paperback,494,May 1st 1999
The Covenant,James A. Michener,4.18,Paperback,1240,January 9th 1992
Lirael (Abhorsen #2),Garth Nix,4.30,Paperback,464,December 30th 2015
V.,Thomas Pynchon,3.96,Mass Market Paperback,640,January 2nd 2001
They Cage the Animals at Night,Jennings Michael Burch,4.31,Paperback,304,October 1st 1985
Horns,Joe Hill,3.92,Hardcover,370,March 1st 2010
Going Gone,Abraham Lopez,4.12,ebook,280,January 16th 2018
The Leopard,Giuseppe Tomasi di Lampedusa,4.00,Paperback,319,November 6th 2007
The Life and Times of the Thunderbolt Kid,Bill Bryson,3.94,Hardcover,288,October 17th 2006
Fingersmith,Sarah Waters,4.02,ebook,592,October 1st 2002
Rendezvous with Rama (Rama #1),Arthur C. Clarke,4.08,Paperback,243,2000
The Sign of Four (Sherlock Holmes #2),Arthur Conan Doyle,3.94,Paperback,129,July 5th 2001
We Should All Be Feminists,Chimamanda Ngozi Adichie,4.46,Kindle Edition,52,July 29th 2014
The Shadow of the Torturer (The Book of the New Sun #1),Gene Wolfe,3.80,Paperback,262,June 3rd 1984
The Bridge of San Luis Rey,Thornton Wilder,3.80,Paperback,160,April 15th 2003
A Unique Kind of Love,Jasmine  Rose,4.20,ebook,,April 24th 2014
The Canterville Ghost,Oscar Wilde,3.89,Hardcover,126,1997
View Points and Points of View: A 'Phoetry Book' from Cornwall,Clive Blake,4.05,Hardcover,112,February 6th 2009
Take a Deep Breath - 21 Top Tips for Relaxed Rewarding and Healthy Life for Stressed Wage Earners,Michal Siwiec,4.00,ebook,53,July 2012
Lucky Go Happy: Make Happiness Happen!,Paul Van Der Merwe,4.41,Paperback,108,October 21st 2014
The Book of Jubilees,Eric M. Black,4.89,Kindle Edition,183,October 24th 2015
Samarkand,Amin Maalouf,4.22,Paperback,304,September 1st 2003
Angles - Part I,Erin Lockwood,4.44,Paperback,,
The Sidepiece Handbook,toniwo,4.33,Kindle Edition,196,July 15th 2017
Deadly Pretty Strangers: One dead body one bereaved mother one small favour ... and a whole load of bullets,Max Thorn,4.37,Kindle Edition,314,November 12th 2017
What We Think We Become,Durgesh Satpathy,4.56,Paperback,125,December 2018
The Dirty Truth,T.J. Anderson,4.28,ebook,0,April 19th 2010
Flipped,Wendelin Van Draanen,3.95,Paperback,212,May 13th 2003
Broken Point (The Wayward Gifted #1),Donna K. Childree,3.91,Paperback,236,March 5th 2013
Pretties (Uglies #2),Scott Westerfeld,3.85,Paperback,370,November 1st 2005
Just Around The Bend: Más o Menos,Renée Paule,4.50,Paperback,168,October 1st 2014
Dear Su Yen: A Young Woman From Taiwan Discovers England And Discovers Herself,Su-Yen Hu,4.67,Paperback,330,2010
Captive,Gabrielle Estres,4.66,ebook,,December 15th 2018
The Valley of Unknowing,Philip Sington,3.82,Hardcover,304,April 2012
Brazen Violations,Jonathan Macpherson,4.28,Kindle Edition,201,July 24th 2016
The Great Santini,Pat Conroy,4.14,Mass Market Paperback,440,December 1st 1987
Sex: How to Get More of It: A Guy's Roadmap to Paradise in and Out of the Bedroom,Jodi Ambrose,4.16,Paperback,56,February 3rd 2011
The Unwords,Non Nomen,3.64,Paperback,90,March 9th 2012
Touch Me (Touch #1),T.H. Snyder,3.77,Kindle Edition,282,August 26th 2013
The Elementary Particles,Michel Houellebecq,3.79,Paperback,272,November 13th 2001
The Language of Flowers,Vanessa Diffenbaugh,4.08,Hardcover,323,August 23rd 2011
Big Little Lies,Liane Moriarty,4.25,Hardcover,460,July 29th 2014
The Real Book of the Dead,Collette Sinclaire,4.20,Kindle Edition,182,June 29th 2013
The Art of Startup Fundraising,Alejandro Cremades,4.02,Hardcover,224,April 11th 2016
The Truth (Discworld #25; Industrial Revolution #2),Terry Pratchett,4.27,Paperback,336,February 21st 2002
Appointment in Samarra,John O'Hara,3.82,Paperback,251,July 8th 2003
Bloodlines (Bloodlines #1),Lindsay Anne Kendal,3.70,Paperback,320,April 29th 2010
The Power of a Praying Parent,Stormie Omartian,4.47,Paperback,224,February 1st 2014
Revealing Eden (Save the Pearls #1),Victoria Foyt,2.00,Hardcover,307,January 10th 2012
Healing Stone,Brock Booher,4.26,Paperback,336,April 8th 2014
The Paul Street Boys,Ferenc Molnár,4.12,Paperback,208,1998
Acclamation (Acclamation #1),Vee Hoffman,4.19,ebook,404,October 9th 2012
The Change (Blue River Chronicles #2),C.M. Meridian,4.39,Kindle Edition,270,June 20th 2016
Warm Bodies (Warm Bodies #1),Isaac Marion,3.93,Paperback,256,December 25th 2012
And Then Run,Eric Hublot,3.56,Paperback,560,August 21st 2013
Flags of Our Fathers,James D. Bradley,4.18,Paperback,382,August 29th 2006
Coinman: An Untold Conspiracy,Pawan Mishra,3.93,Paperback,230,November 4th 2015
Inherit the Wind,Jerome Lawrence,3.95,Paperback,144,March 20th 2007
Defending Jacob,William Landay,3.98,Hardcover,421,January 31st 2012
The Samurai's Garden,Gail Tsukiyama,4.12,Paperback,211,May 4th 1995
Prometheus Rising,Robert Anton Wilson,4.26,Paperback,284,September 1st 2010
The Power of Praying for Your Adult Children,Stormie Omartian,4.49,Paperback,256,February 1st 2014
The Long Goodbye (Philip Marlowe #6),Raymond Chandler,4.22,Paperback,379,August 12th 1988
The Eyes of the Dragon,Stephen King,3.93,Paperback,427,May 13th 1993
Replay,Ken Grimwood,4.16,Paperback,311,July 22nd 1998
The China-America Alliance: East Asian and American Cultural Values Promote Global Harmony,Jack C. Westman,4.79,Paperback,476,June 14th 2017
The Cuckoo's Calling (Cormoran Strike #1),Robert Galbraith,3.85,Hardcover,455,April 30th 2013
A Modest Proposal and Other Satirical Works,Jonathan Swift,4.05,Paperback,64,February 2nd 1996
The Dark Tower Series Collection: The Gunslinger The Drawing of the Three The Waste Lands Wizard and Glass Wolves of the Calla Song of Susannah The Dark Tower,Stephen King,4.61,Hardcover,3914,July 22nd 2011
The Word for World is Forest,Ursula K. Le Guin,3.95,ebook,160,May 15th 1989
Every Man Dies Alone,Hans Fallada,4.23,Hardcover,543,March 3rd 2009
Cat on a Hot Tin Roof,Tennessee Williams,4.07,Paperback,208,September 17th 2004
Shane,Jack Schaefer,3.83,Hardcover,135,October 29th 2001
Oranges are Not the Only Fruit,Jeanette Winterson,3.74,Paperback,176,August 20th 1997
Smile,Raina Telgemeier,4.22,Hardcover,224,February 1st 2010
The Assiduous Quest of Tobias Hopkins: Part Three: The Dutchman,James Faro,4.31,Kindle Edition,94,March 7th 2015
The Robber Bride,Margaret Atwood,3.83,Paperback,528,January 20th 1998
Wretched:,Katherine Marple,3.60,Paperback,214,May 1st 2008
The Lemon Tree: An Arab a Jew and the Heart of the Middle East,Sandy Tolan,4.05,Paperback,400,May 1st 2007
The New Jim Crow: Mass Incarceration in the Age of Colorblindness,Michelle Alexander,4.52,Hardcover,290,January 5th 2010
Kristin Lavransdatter (Kristin Lavransdatter #1-3),Sigrid Undset,4.28,Paperback,1144,September 27th 2005
The Black Obelisk,Erich Maria Remarque,4.35,Paperback,448,June 9th 1998
A Disturbed Girl's Guide to Curing Boredom,James   Howell,3.70,Paperback,238,July 4th 2011
Selected Tales,Edgar Allan Poe,4.19,Mass Market Paperback,406,1994
The Power of a Praying Husband,Stormie Omartian,4.23,Paperback,272,February 1st 2014
Sundays at Tiffany's,James Patterson,3.76,Hardcover,309,May 12th 2008
Murder at the Vicarage (Miss Marple #1),Agatha Christie,4.05,Hardcover,288,September 1st 2006
Homicide: A Year on the Killing Streets,David Simon,4.38,Paperback,646,August 22nd 2006
Homage to Catalonia,George Orwell,4.15,Paperback,232,October 22nd 1980
The 4-Hour Workweek,Timothy Ferriss,3.86,ebook,308,April 24th 2007
This Lullaby,Sarah Dessen,4.03,Paperback,345,March 8th 2004
The Children of Men,P.D. James,3.68,Paperback,241,December 5th 2006
Tarzan of the Apes (Tarzan #1),Edgar Rice Burroughs,3.89,Paperback,324,September 1st 2003
Genghis: Birth of an Empire (Conqueror #1),Conn Iggulden,4.36,Mass Market Paperback,528,March 2008
Daring Greatly: How the Courage to Be Vulnerable Transforms the Way We Live Love Parent and Lead,Brené Brown,4.27,Hardcover,287,September 11th 2012
White Collar Blackmail,Peter   Ralph,4.29,Kindle Edition,318,October 20th 2015
Mr. Perfect,Linda Howard,4.06,Mass Market Paperback,405,July 1st 2003
Elantris (Elantris #1),Brandon Sanderson,4.18,Mass Market Paperback,622,May 30th 2006
Strong Poison (Lord Peter Wimsey #6),Dorothy L. Sayers,4.14,Paperback,240,October 1st 1987
The Dragonbone Chair (Memory Sorrow and Thorn #1),Tad Williams,3.96,Paperback,672,March 2005
Out of Africa / Shadows on the Grass,Isak Dinesen,4.24,Paperback,462,October 23rd 1989
Uncle Vanya,Anton Chekhov,3.84,Paperback,76,June 7th 2006
Slave (Finding Anna #1),Sherri Hayes,3.85,Paperback,276,July 1st 2011
The Sacred Band,Janet E. Morris,4.50,Paperback,570,April 5th 2010
Without Feathers,Woody Allen,3.97,Paperback,224,February 12th 1986
Arch of Triumph: A Novel of a Man Without a Country,Erich Maria Remarque,4.41,Paperback,464,January 27th 1998
The Day of the Locust,Nathanael West,3.77,Paperback,208,September 6th 1983
Tidal Mist,Honor Donohoe,4.24,ebook,,April 17th 2018
Sphere,Michael Crichton,3.79,Paperback,371,June 23rd 1997
A Love Story How God Pursued Me and Found Me: An Impossibly True Story,Samantha Ryan Chandler,4.14,Paperback,130,November 25th 2015
The Interpretation of Dreams,Sigmund Freud,3.83,Hardcover,630,September 15th 1994
Mr. Penumbra's 24-Hour Bookstore (Mr. Penumbra's 24-Hour Bookstore #1),Robin Sloan,3.75,Hardcover,288,October 2nd 2012
The Far Pavilions,M.M. Kaye,4.21,Paperback,958,January 15th 1997
The Ask and the Answer (Chaos Walking #2),Patrick Ness,4.21,Hardcover,536,May 4th 2009
I Will Wait for You: Eternal Bliss,Linda Masemore Pirrung,4.48,Paperback,140,November 17th 2006
Nothing Can Come Between Us,Cherlina Works,4.22,Kindle Edition,181,July 1st 2015
The Boys from Brazil,Ira Levin,4.06,Hardcover,312,February 12th 1976
Wicked Betrayal (New England Witch Chronicles #3),Chelsea Luna,4.29,Paperback,278,October 2012
The Well of Ascension (Mistborn #2),Brandon Sanderson,4.36,Hardcover,590,August 21st 2007
Ireland,Frank Delaney,4.01,Paperback,651,February 28th 2006
Cracked Hearts,Linda Masemore Pirrung,4.24,Hardcover,266,December 5th 2013
Death and the Dervish,Meša Selimović,4.54,Paperback,473,August 14th 1996
Ringworld (Ringworld #1),Larry Niven,3.96,Paperback,288,June 9th 2005
Hometown Girl After All (Hometown Series #2),Kirsten Fullmer,4.29,Kindle Edition,354,August 19th 2016
I'm With You,Allie Frost,4.26,Paperback,,September 26th 2016
A Northern Light,Jennifer Donnelly,3.83,Paperback,396,September 1st 2004
Chesapeake,James A. Michener,4.17,Paperback,1024,September 9th 2003
The Amulet of Samarkand (Bartimaeus #1),Jonathan Stroud,4.01,Hardcover,462,September 30th 2003
Claire,L.C. Conn,4.27,ebook,378,July 5th 2018
The Virtue of Selfishness: A New Concept of Egoism,Ayn Rand,3.50,Paperback,176,November 1st 1964
The Pandarus File,Kyle Keyes,4.36,Paperback,348,January 8th 2010
The Grand Inquisitor,Fyodor Dostoyevsky,4.36,Paperback,32,September 1st 2006
Five Quarters of the Orange,Joanne Harris,3.85,Paperback,307,June 4th 2002
Hometown Girl Forever (Hometown Series #3),Kirsten Fullmer,4.25,Kindle Edition,297,August 11th 2016
The Chronicles of Neffie,A.L. Gibson,4.17,ebook,,February 2nd 2018
Marriage by Law,N.K. Pockett,4.21,Paperback,566,September 27th 2014
A Song for Arbonne,Guy Gavriel Kay,4.19,Paperback,509,November 5th 2002
If You Could See Me Now,Cecelia Ahern,3.85,Paperback,306,January 9th 2007
The End of Faith: Religion Terror and the Future of Reason,Sam Harris,3.94,Paperback,348,September 17th 2005
Wintergirls,Laurie Halse Anderson,3.98,Hardcover,278,March 19th 2009
The Diamond Age: Or A Young Lady's Illustrated Primer,Neal Stephenson,4.19,Paperback,499,May 2nd 2000
The Husband's Secret,Liane Moriarty,3.93,Hardcover,396,July 30th 2013
The Letters of Vincent van Gogh,Vincent van Gogh,4.02,Paperback,528,July 31st 1997
Without,Brian Dennis Hartford,4.23,Kindle Edition,318,December 5th 2017
Indian Givers: How the Indians of the Americas Transformed the World,Jack Weatherford,4.12,Paperback,288,November 29th 1989
The Reader of Acheron,Walter Rhein,4.60,Paperback,412,January 6th 2014
The Fire Next Time,James Baldwin,4.51,Paperback,106,December 1st 1992
Sentinels: Book 1 Part 1 of The One True Child Series,L.C. Conn,4.25,Kindle Edition,219,January 29th 2017
Guardians,L.C. Conn,4.22,ebook,364,September 30th 2018
A Year Down Yonder (A Long Way from Chicago #2),Richard Peck,4.11,Paperback,160,November 21st 2002
The Blood of Flowers,Anita Amirrezvani,3.96,Hardcover,368,June 1st 2007
Failed States: The Abuse of Power and the Assault on Democracy,Noam Chomsky,3.98,Hardcover,311,April 3rd 2007
The Fall of the House of Usher,Edgar Allan Poe,3.95,Paperback,36,February 2nd 2004
Unearthly (Unearthly #1),Cynthia Hand,4.03,Hardcover,435,January 4th 2011
War and Remembrance (The Henry Family #2),Herman Wouk,4.40,Paperback,1042,February 5th 2002
Maurice,E.M. Forster,4.01,Paperback,256,December 17th 2005
The Waste Lands (The Dark Tower #3),Stephen King,4.24,Hardcover,422,June 23rd 2003
The Glass Lake,Maeve Binchy,3.92,Paperback,704,June 29th 2005
The Freedom Writers Diary,Erin Gruwell,4.11,Paperback,316,October 12th 2009
The Man Who Was Thursday: A Nightmare,G.K. Chesterton,3.84,Paperback,182,October 9th 2001
Wind from the Abyss (Silistra #3),Janet E. Morris,4.15,Kindle Edition,309,
My Sweet Audrina (Audrina #1),V.C. Andrews,3.88,Paperback,403,September 15th 1990
Percy Jackson and the Olympians (Percy Jackson and the Olympians #1-3),Rick Riordan,4.58,Paperback,1032,September 16th 2008
Branded (Sinners #1),Abi Ketner,3.82,ebook,384,June 28th 2013
Fierce Invalids Home from Hot Climates,Tom Robbins,4.02,Paperback,445,May 29th 2001
The Eight (The Eight #1),Katherine Neville,3.92,Paperback,598,January 14th 1990
Mao's Last Dancer,Li Cunxin,4.14,Paperback,480,March 1st 2005
Everything Everything,Nicola Yoon,4.08,Hardcover,306,September 1st 2015
Profiles in Courage,John F. Kennedy,3.92,Hardcover,245,March 18th 2003
The Bridge Across Forever: A True Love Story,Richard Bach,3.89,Paperback,400,November 21st 2006
Torment (Fallen #2),Lauren Kate,3.88,Hardcover,452,September 28th 2010
The Liars' Club,Mary Karr,3.93,Paperback,320,May 31st 2005
The Murder of Roger Ackroyd (Hercule Poirot #4),Agatha Christie,4.23,Hardcover,288,September 1st 2006
The Jewel in the Crown (The Raj Quartet #1),Paul Scott,4.16,Paperback,472,May 22nd 1998
Beautiful Darkness (Caster Chronicles #2),Kami Garcia,3.84,Hardcover,503,October 12th 2010
Shit my History Teacher DID NOT tell me!,Karl Wiggins,4.16,Kindle Edition,227,January 7th 2014
Independent People,Halldór Kiljan Laxness,4.17,Paperback,482,January 14th 1997
The Complete Tales,Beatrix Potter,4.36,Hardcover,400,November 1st 2006
The Brain That Changes Itself: Stories of Personal Triumph from the Frontiers of Brain Science,Norman Doidge,4.21,Hardcover,427,April 1st 2007
Foundation and Empire (Foundation #2),Isaac Asimov,4.22,Hardcover,256,June 1st 2004
Equal Rites (Discworld #3; Witches #1),Terry Pratchett,4.02,Paperback,228,September 13th 2005
Out,Natsuo Kirino,3.93,Paperback,400,January 4th 2005
The Mysteries of Harris Burdick,Chris Van Allsburg,4.53,Unknown Binding,16,October 28th 1996
A Pair of Blue Eyes,Thomas Hardy,3.76,Paperback,374,November 3rd 2005
